HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy_ID,Alloy,Num_of_Elem,VEC,Atom.Size.Diff,Elect.Diff,dHmix,dSmix,,Sythesis_Route Hot-Cold_Working Homog_Temp,,Homog_Time,Anneal_Temp,Anneal_Time,Quench_Proc,Phases,References
Alloy 0656,MoNbTaVW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1400,1140,-,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0657,MoNbTaVW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1400,1140,-,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0658,MoNbTaVW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1400,1140,-,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0659,MoNbTaVW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1400,1140,-,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0660,MoNbTaVW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1400,1140,-,BCC_SS,10.1016/j.intermet.2011.01.004
Alloy 0661,NbMoTaW,4,5.5,2.27,0.36,-6.5,11.53,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 0662,NbMoTaW,4,5.5,2.27,0.36,-6.5,11.53,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 0663,NbMoTaW,4,5.5,2.27,0.36,-6.5,11.53,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 0664,NbMoTaW,4,5.5,2.27,0.36,-6.5,11.53,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 0665,NbMoTaW,4,5.5,2.27,0.36,-6.5,11.53,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 0666,VNbMoTaW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 0667,VNbMoTaW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 0668,VNbMoTaW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 0669,VNbMoTaW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 0670,VNbMoTaW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1200,1440,-,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 0671,Al7.5CoCrNi,4,4.52,6.0037,0.1108,-14.2766,7.58,AC,CW,1000,1440,900,30,-,Im,10.1016/j.jallcom.2019.06.005
Alloy 0672,CrMnFeCoNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1200,2880,950,60,AQ,FCC_SS,10.1016/j.actamat.2017.02.036
Alloy 0673,(CoCrNi)94Al3Ti3,5,8.04,3.7512,0.1227,-8.9774,10.82,AC,CW,1200,120,800,120,WQ,Im,10.1016/j.actamat.2017.07.029
Alloy 0674,FeCoNiCr,4,8.25,0.3,0.1,-3.75,11.53,AC,-,1200,240,-,-,-,Im,10.1016/j.actamat.2015.08.076
Alloy 0675,(FeCoNiCr)94Ti2Al4,6,7.96,3.7062,0.1092,-7.3763,13.04,AC,-,1200,240,-,-,-,Im,10.1016/j.actamat.2015.08.076
Alloy 0676,(FeCoNiCr)94Ti2Al4,6,7.96,3.7062,0.1092,-7.3763,13.04,AC,CW,1200,240,750,1080,WQ,Im,10.1016/j.actamat.2015.08.076
Alloy 0677,(FeCoNiCr)94Ti2Al4,6,7.96,3.7062,0.1092,-7.3763,13.04,AC,CW,1200,240,650,240,WQ,Im,10.1016/j.actamat.2015.08.076
Alloy 0678,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,-,-,-,-,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0679,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,-,-,-,-,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0680,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,-,-,-,-,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0681,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,-,-,-,-,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0682,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,-,-,-,-,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0683,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,-,-,-,-,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0684,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,-,-,-,-,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0685,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,-,-,-,-,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0686,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,1000,360,900,300,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0687,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,1000,360,900,300,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0688,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,1000,360,900,300,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0689,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,1000,360,900,300,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0690,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,1000,360,900,300,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0691,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,1000,360,900,300,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0692,Al0.5CoCrCuFeNi,6,8.27,3.82,0.11,-1.52,14.7,AC,CW,1000,360,900,300,-,Im,10.1016/j.jallcom.2009.10.088
Alloy 0693,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0694,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0695,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0696,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0697,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0698,CoMnNi,3,8.67,3.7347,0.1631,-5.7778,9.13,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0699,CoMnNi,3,8.67,3.7347,0.1631,-5.7778,9.13,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0700,CoMnNi,3,8.67,3.7347,0.1631,-5.7778,9.13,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0701,CoMnNi,3,8.67,3.7347,0.1631,-5.7778,9.13,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0702,CoMnNi,3,8.67,3.7347,0.1631,-5.7778,9.13,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0703,CoFeNi,3,9,0.75,0.03,-1.33,9.13,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0704,CoFeNi,3,9,0.75,0.03,-1.33,9.13,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0705,CoFeNi,3,9,0.75,0.03,-1.33,9.13,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0706,CoFeNi,3,9,0.75,0.03,-1.33,9.13,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0707,CoFeNi,3,9,0.75,0.03,-1.33,9.13,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0708,FeMnNi,3,8.33,3.9285,0.1543,-4.4444,9.13,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy 0709,FeMnNi,3,8.33,3.9285,0.1543,-4.4444,9.13,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0710,FeMnNi,3,8.33,3.9285,0.1543,-4.4444,9.13,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0711,FeMnNi,3,8.33,3.9285,0.1543,-4.4444,9.13,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0712,FeMnNi,3,8.33,3.9285,0.1543,-4.4444,9.13,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0713,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0714,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0715,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0716,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0717,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,CW,1200,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0718,CoFeMnNi,4,8.5,0.66,0.14,-4,11.53,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0719,CoFeMnNi,4,8.5,0.66,0.14,-4,11.53,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0720,CoFeMnNi,4,8.5,0.66,0.14,-4,11.53,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0721,CoFeMnNi,4,8.5,0.66,0.14,-4,11.53,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0722,CoFeMnNi,4,8.5,0.66,0.14,-4,11.53,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0723,CoCrMnNi,4,8,3.447,0.1505,-5.5,11.53,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0724,CoCrMnNi,4,8,3.447,0.1505,-5.5,11.53,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0725,CoCrMnNi,4,8,3.447,0.1505,-5.5,11.53,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0726,CoCrMnNi,4,8,3.447,0.1505,-5.5,11.53,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0727,CoCrMnNi,4,8,3.447,0.1505,-5.5,11.53,AC,CW,1100,1440,1000,60,-,FCC_SS,10.1016/j.actamat.2014.08.026
Alloy 0728,CoCrMoNbTi0.4,5,6.27,6.2358,0.2249,-12.7686,13.01,AC,-,-,-,-,-,-,BCC_SS,10.1007/s11661-018-4472-z
Alloy 0729,CoCrMoNbTi0.4,5,6.27,6.2358,0.2249,-12.7686,13.01,AC,-,-,-,800,1200,-,Im,10.1007/s11661-018-4472-z
Alloy 0730,CoCrMoNbTi0.4,5,6.27,6.2358,0.2249,-12.7686,13.01,AC,-,-,-,1000,1200,-,Im,10.1007/s11661-018-4472-z
Alloy 0731,CoCrMoNbTi0.4,5,6.27,6.2358,0.2249,-12.7686,13.01,AC,-,-,-,1200,1200,-,Im,10.1007/s11661-018-4472-z
Alloy 0732,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.msea.2019.03.057
Alloy 0733,CoCrFeMnNiNbC,7,7,15.8992,0.3124,-38.2041,16.18,AC,-,1200,1440,-,-,-,FCC_SS,10.1016/j.msea.2019.03.057
Alloy 0734,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.msea.2019.03.057
Alloy 0735,CoCrFeMnNiNbC,7,7,15.8992,0.3124,-38.2041,16.18,AC,-,1200,1440,-,-,-,FCC_SS,10.1016/j.msea.2019.03.057
Alloy 0736,CoCrFeNiNb0.25,5,8.06,3.4226,0.1071,-7.6401,12.71,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2016.01.153
Alloy 0737,CoCrFeNiNb0.25,5,8.06,3.4226,0.1071,-7.6401,12.71,AC,-,-,-,750,10080,AQ,Im,10.1016/j.jallcom.2016.01.153
Alloy 0738,CoCrCuFeNi,5,8.8,1.07,0.09,3.2,13.38,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.intermet.2006.08.005
Alloy 0739,CoCrMoNbTi,5,6,6.5342,0.2272,-13.44,13.38,AC,-,-,-,-,-,-,Im,10.1007/s11665-017-2799-z
Alloy 0740,CoCrMoNbTi0.2,5,6.38,6.0498,0.2228,-12.3356,12.57,AC,-,-,-,-,-,-,Im,10.1007/s11665-017-2799-z
Alloy 0741,CoCrMoNbTi0.4,5,6.27,6.2358,0.2249,-12.7686,13.01,AC,-,-,-,-,-,-,BCC_SS,10.1007/s11665-017-2799-z
Alloy 0742,CoCrMoNbTi0.5,5,6.22,6.3086,0.2257,-12.9383,13.15,AC,-,-,-,-,-,-,Im,10.1007/s11665-017-2799-z
Alloy 0743,CoCrMoNbTi1.0,5,6,6.5342,0.2272,-13.44,13.38,AC,-,-,-,-,-,-,Im,10.1007/s11665-017-2799-z
Alloy 0744,AlCoCrFeNiC1.5,6,6.69,5.1468,0.1228,-15.3846,14.79,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2010.10.047
Alloy 0745,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1016/j.intermet.2016.06.001
Alloy 0746,Fe36Ni18Mn33Al13Ti2,5,7.31,5.5505,0.1489,-10.8754,11.46,AC,-,-,-,-,-,-,Im,10.1016/j.intermet.2016.06.001
Alloy 0747,Fe36Ni18Mn33Al13Ti2,5,7.31,5.5505,0.1489,-10.8754,11.46,AC,-,-,-,550,1440,AQ,Im,10.1016/j.intermet.2016.06.001
Alloy 0748,Fe36Ni18Mn33Al13Ti4,5,7.25,5.7239,0.1495,-11.8635,11.81,AC,-,-,-,-,-,-,Im,10.1016/j.intermet.2016.06.001
Alloy 0749,Fe36Ni18Mn33Al13Ti4,5,7.25,5.7239,0.1495,-11.8635,11.81,AC,-,-,-,550,1440,AQ,Im,10.1016/j.intermet.2016.06.001
Alloy 0750,Fe36Ni18Mn33Al13Ti4,5,7.25,5.7239,0.1495,-11.8635,11.81,AC,-,-,-,900,1200,AQ,Im,10.1016/j.intermet.2016.06.001
Alloy 0751,Fe36Ni18Mn33Al13Ti6,5,7.19,5.876,0.15,-12.77,12.06,AC,-,-,-,-,-,-,Im,10.1016/j.intermet.2016.06.001
Alloy 0752,Fe36Ni18Mn33Al13Ti6,5,7.19,5.876,0.15,-12.77,12.06,AC,-,-,-,-,-,-,Im,10.1016/j.intermet.2016.06.001
Alloy 0753,Fe36Ni18Mn33Al13Ti2,5,7.31,5.5505,0.1489,-10.8754,11.46,AC,-,-,-,-,-,-,Im,10.1016/j.intermet.2016.06.001
Alloy 0754,Fe30Ni20Mn35Al15,4,7.3,5.4236,0.1508,-11.33,11.1,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0755,Fe33Ni19Mn34Al14,4,7.34,5.3931,0.1496,-10.56,11,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0756,Fe29Ni19Mn38Al14,4,7.3,5.3161,0.1513,-10.9216,10.95,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0757,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0758,Fe31Ni18Mn38Al13,4,7.33,5.27,0.1506,-10.222,10.85,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0759,Fe33Ni17Mn38Al12,4,7.36,5.2189,0.1499,-9.5192,10.72,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0760,Fe34Ni16Mn39Al11,4,7.38,5.1468,0.1496,-8.8868,10.56,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0761,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0762,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0763,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0764,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0765,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0766,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0767,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0768,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0769,Fe36Ni18Mn33Al13,4,7.38,5.352,0.1482,-9.798,10.87,AC,-,-,-,-,-,-,Im,10.1007/s10853-013-7884-6
Alloy 0770,Al0.3CrFe1.5MnNi,5,7.48,4.5468,0.1359,-6.5538,12.61,AC,-,-,-,-,-,-,BCC_SS,10.1007/s12598-014-0224-4
Alloy 0771,Al0.3CrFe1.5MnNi0.5Ti0.2,6,7.04,5.3971,0.1321,-7.6741,13.28,AC,-,-,-,-,-,-,BCC_SS,10.1007/s12598-014-0224-4
Alloy 0772,Al0.3CrFe1.5MnNi0.5Si0.2,6,7.04,5.0665,0.1321,-11.356,13.28,AC,-,-,-,-,-,-,Im,10.1007/s12598-014-0224-4
Alloy 0773,Al25Ti25Ni25Cu25,4,7,6.9244,0.1669,-23.25,11.53,AC,-,-,-,25,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0774,Al25Ti25Ni25Cu25,4,7,6.9244,0.1669,-23.25,11.53,AC,-,-,-,500,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0775,Al25Ti25Ni25Cu25,4,7,6.9244,0.1669,-23.25,11.53,AC,-,-,-,700,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0776,Al25Ti25Ni25Cu25,4,7,6.9244,0.1669,-23.25,11.53,AC,-,-,-,900,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0777,Al22.5Ti22.5Ni20Cu20Fe15,5,6.98,7.1681,0.1578,-19.955,13.3,AC,-,-,-,25,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0778,Al22.5Ti22.5Ni20Cu20Fe15,5,6.98,7.1681,0.1578,-19.955,13.3,AC,-,-,-,500,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0779,Al22.5Ti22.5Ni20Cu20Fe15,5,6.98,7.1681,0.1578,-19.955,13.3,AC,-,-,-,700,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0780,Al22.5Ti22.5Ni20Cu20Fe15,5,6.98,7.1681,0.1578,-19.955,13.3,AC,-,-,-,900,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0781,AlTiNiCuFe,5,7.2,7.1622,0.1535,-17.6,13.38,AC,-,-,-,25,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0782,AlTiNiCuFe,5,7.2,7.1622,0.1535,-17.6,13.38,AC,-,-,-,500,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0783,AlTiNiCuFe,5,7.2,7.1622,0.1535,-17.6,13.38,AC,-,-,-,700,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0784,AlTiNiCuFe,5,7.2,7.1622,0.1535,-17.6,13.38,AC,-,-,-,900,30,-,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0785,Al0.5CoCrFeNiTi0.5,6,7.3,6.252,0.1316,-15.52,14.53,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.jallcom.2018.01.247
Alloy 0786,Al0.8CoCrFeNiTi0.2,6,6.7,7.3212,0.144,-21.9778,14.84,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.jallcom.2018.01.247
Alloy 0787,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1016/j.jallcom.2018.01.247
Alloy 0788,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,-,-,-,-,-,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0789,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,1400,800,240,20 K/min,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0790,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,1400,800,960,20 K/min,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0791,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,1400,800,3840,20 K/min,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0792,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,1400,800,15360,20 K/min,BCC_SS,10.1007/s11661-018-4646-8
HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy 0793,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,1400,1100,30,20 K/min,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0794,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,1400,1100,60,20 K/min,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0795,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,1400,1100,120,20 K/min,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0796,CoCrFeNiMnC0.01,6,7.99,3.7041,0.1426,-4.5546,13.47,AC,CW,1000,1440,-,-,-,FCC_SS,10.1016/j.jallcom.2016.09.208
Alloy 0797,CoCrFeNiMnC0.01,6,7.99,3.7041,0.1426,-4.5546,13.47,AC,CW,1000,1440,700,30,-,FCC_SS,10.1016/j.jallcom.2016.09.208
Alloy 0798,CoCrFeNiMnC0.01,6,7.99,3.7041,0.1426,-4.5546,13.47,AC,CW,1000,1440,800,30,-,FCC_SS,10.1016/j.jallcom.2016.09.208
Alloy 0799,CoCrFeNiMnC0.01,6,7.99,3.7041,0.1426,-4.5546,13.47,AC,CW,1000,1440,900,30,-,FCC_SS,10.1016/j.jallcom.2016.09.208
Alloy 0800,CoCrFeNiMnC0.01,6,7.99,3.7041,0.1426,-4.5546,13.47,AC,CW,1000,1440,1100,30,-,FCC_SS,10.1016/j.jallcom.2016.09.208
Alloy 0801,Al0.3CoCrFeNi,5,7.88,3.49,0.11,-7.27,12.83,AC,CW,1150,60,-,-,WQ,FCC_SS,10.1016/j.matdes.2017.02.072
Alloy 0802,Al0.3CoCrFeNi,5,7.88,3.49,0.11,-7.27,12.83,AC,CW,1150,2,-,-,WQ,FCC_SS,10.1016/j.matdes.2017.02.072
Alloy 0803,Al0.3CoCrFeNi,5,7.88,3.49,0.11,-7.27,12.83,AC,CW,1150,2,620,3000,WQ,Im,10.1016/j.matdes.2017.02.072
Alloy 0804,Al0.3CoCrFeNi,5,7.88,3.49,0.11,-7.27,12.83,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2008.12.088
Alloy 0805,Al0.3CoCrFeNi,5,7.88,3.49,0.11,-7.27,12.83,AC,-,-,-,700,4320,WQ,Im,10.1016/j.jallcom.2008.12.088
Alloy 0806,Al0.3CoCrFeNi,5,7.88,3.49,0.11,-7.27,12.83,AC,-,-,-,900,4320,WQ,Im,10.1016/j.jallcom.2008.12.088
Alloy 0807,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,1440,800,60,-,FCC_SS,10.1038/ncomms10602
Alloy 0808,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,CW,1200,1440,800,60,-,FCC_SS,10.1038/ncomms10602
Alloy 0809,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,HW,1000,1441,1000,900,-,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0810,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,HW,1000,1441,1000,900,-,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0811,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,HW,1000,1441,1000,900,-,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0812,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,HW,1000,1441,1000,900,-,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0813,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,HW,1000,1441,1000,900,-,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0814,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,HW,1000,1441,1000,900,-,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0815,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,HW,1000,1441,1000,900,-,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0816,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,HW,1000,1441,1000,900,-,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0817,CoCrFeNi,4,8.25,1.03,0.1,-3.75,11.53,AC,HW,1000,1441,1000,900,-,FCC_SS,10.1016/j.intermet.2013.03.018
