id,Paper,Name,Alloy,Nb of phase,Phase,Experimental or theoretical,Experimental details,Theoretical details,Special conditions,Type of solution
2148,10.1016-j.jallcom.2021.161773.txt,10.1016-j.jallcom.2021.161773.txt,Co35Cr5Fe5Ni35Ti20,2,FCC + Ni4Ti3 type (Intermetallic),experimental,"mechanical alloying, Milling duration: 20, Temperature: ambient, Pressure: ambient, Atmosphere: inert (Toluene)",N/A,None,Mixed Solution
2149,10.1016-j.jmrt.2023.11.059.txt,10.1016-j.jmrt.2023.11.059.txt,Fe40Cr40Ni20,3,BCC + FCC + Fe40Cr40Ni20,experimental,"arc melting, Temperature: 1200, Time: 24 hours, Cooling method: water quenching",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCr,2,FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,CrCoNiX,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCrX,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCrTi,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCrZr,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCrHf,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCrV,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCrNb,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCrTa,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCrMo,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCrW,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2150,10.1016-j.jallcom.2023.171150.txt,10.1016-j.jallcom.2023.171150.txt,NiCoCrRe,3,BCC + FCC + HCP,Experimental,"arc melting, re-melting, drop-casting, floating-zone directional solidification, Temperature: not explicitly stated, but high enough to melt the metals, Pressure: ambient, Time: multiple re-melting cycles, Cooling rate: controlled cooling implied by directional solidification",N/A,None,Mixed Solution
2152,10.1016-j.mseb.2023.116927.txt,10.1016-j.mseb.2023.116927.txt,AlCoCuFeNi,1,B2 (Intermetallic),Experimental,"vacuum arc melting, Temperature: melting point of constituent elements, Pressure: inert gas atmosphere, Time: multiple remelting cycles",N/A,Partially ordered structure,Intermetallic
2152,10.1016-j.mseb.2023.116927.txt,10.1016-j.mseb.2023.116927.txt,CoNiAl,1,B2 (Intermetallic),Experimental,"vacuum arc melting, Temperature: melting point of constituent elements, Pressure: inert gas atmosphere, Time: not explicitly stated",N/A,Partially ordered structure,Intermetallic
2152,10.1016-j.mseb.2023.116927.txt,10.1016-j.mseb.2023.116927.txt,CoCrFeNiNbx,1,B2 (Intermetallic),Experimental,"likely vacuum arc melting, Temperature: varies depending on composition, Pressure: inert gas atmosphere, Time: not explicitly stated",N/A,Partially ordered structure for specific values of x,Intermetallic
2152,10.1016-j.mseb.2023.116927.txt,10.1016-j.mseb.2023.116927.txt,FeCoNi(CuAl)x,1,FCC,Experimental,"likely vacuum arc melting, Temperature: varies depending on composition, Pressure: inert gas atmosphere, Time: not explicitly stated",N/A,Not partially ordered,Single Solid Solution
2152,10.1016-j.mseb.2023.116927.txt,10.1016-j.mseb.2023.116927.txt,NiCoAl,1,B2 (Intermetallic),Experimental,"vacuum arc melting, Temperature: melting point of constituent elements, Pressure: inert gas atmosphere, Time: not explicitly stated",N/A,Partially ordered structure,Intermetallic
2152,10.1016-j.mseb.2023.116927.txt,10.1016-j.mseb.2023.116927.txt,NiCoCr,1,FCC,Experimental,"vacuum arc melting, Temperature: melting point of constituent elements, Pressure: inert gas atmosphere, Time: not explicitly stated",N/A,Not partially ordered,Single Solid Solution
2153,10.1016-j.jallcom.2023.170757.txt,10.1016-j.jallcom.2023.170757.txt,AlCr2FeCoNi,4,BCC + complex tetragonal (Intermetallic) + ordered BCC B2 (Intermetallic) + Cr-rich,experimental,"arc melting, Temperature: Not explicitly stated, Time: Not explicitly stated, Cooling: Water quenching",N/A,Partially ordered structure (B2 nanoparticles),Mixed Solution
2154,10.1016-j.triboint.2022.107523.txt,10.1016-j.triboint.2022.107523.txt,AlTiCrMoV,1,BCC,experimental,"magnetron sputtering, Substrate: 718 alloys (Φ25 × 3 mm) and silicon wafers, Pre-cleaning: Ultrasonically cleaned in acetone and ethanol for 30 minutes, Targets: V, Al, Ti, Cr, and Mo metal blocks (> 99.95% purity, 125 × 10/5/20 × 12 mm3), Sputtering conditions: Low-energy argon ions at a bias of −500 V for 30 minutes",N/A,Mo content: 1.6,Single Solid Solution
2154,10.1016-j.triboint.2022.107523.txt,10.1016-j.triboint.2022.107523.txt,AlTiCrMoV,1,BCC Amorphous,experimental,"magnetron sputtering, Substrate: 718 alloys (Φ25 × 3 mm) and silicon wafers, Pre-cleaning: Ultrasonically cleaned in acetone and ethanol for 30 minutes, Targets: V, Al, Ti, Cr, and Mo metal blocks (> 99.95% purity, 125 × 10/5/20 × 12 mm3), Sputtering conditions: Low-energy argon ions at a bias of −500 V for 30 minutes",N/A,Mo content: 0.6,Single Solid Solution
2155,10.1016-j.jmst.2023.10.050.txt,10.1016-j.jmst.2023.10.050.txt,CoCrNi,1,FCC,Experimental,Not explicitly stated,N/A,No partial ordering mentioned,Single Solid Solution
2155,10.1016-j.jmst.2023.10.050.txt,10.1016-j.jmst.2023.10.050.txt,CoCrNiMo₂,1,FCC,Experimental,Not explicitly stated,N/A,No partial ordering mentioned,Single Solid Solution
2155,10.1016-j.jmst.2023.10.050.txt,10.1016-j.jmst.2023.10.050.txt,CoCrNiMo₄,1,FCC,Experimental,Not explicitly stated,N/A,No partial ordering mentioned,Single Solid Solution
2155,10.1016-j.jmst.2023.10.050.txt,10.1016-j.jmst.2023.10.050.txt,CoCrNiMo₅,1,FCC,Experimental,Not explicitly stated,N/A,No partial ordering mentioned,Single Solid Solution
2155,10.1016-j.jmst.2023.10.050.txt,10.1016-j.jmst.2023.10.050.txt,CoCrNiMo₆,1,FCC,Experimental,Not explicitly stated,N/A,No partial ordering mentioned,Single Solid Solution
2155,10.1016-j.jmst.2023.10.050.txt,10.1016-j.jmst.2023.10.050.txt,CoCrNiMo₇,1,FCC,Experimental,Not explicitly stated,N/A,No partial ordering mentioned,Single Solid Solution
2155,10.1016-j.jmst.2023.10.050.txt,10.1016-j.jmst.2023.10.050.txt,CoCrNiMo₈,1,FCC,Experimental,Not explicitly stated,N/A,No partial ordering mentioned,Single Solid Solution
2155,10.1016-j.jmst.2023.10.050.txt,10.1016-j.jmst.2023.10.050.txt,CoCrNiMo₉,1,FCC,Experimental,Not explicitly stated,N/A,No partial ordering mentioned,Single Solid Solution
2155,10.1016-j.jmst.2023.10.050.txt,10.1016-j.jmst.2023.10.050.txt,CoCrNiMo₁₀,1,FCC,Experimental,Not explicitly stated,N/A,No partial ordering mentioned,Single Solid Solution
2156,10.1016-j.jmst.2021.11.022.txt,10.1016-j.jmst.2021.11.022.txt,CoCrFeMnNi,2,FCC + HCP,experimental,"laser melting deposition (LMD), Laser power: 1400, Laser beam diameter: 3, Laser scanning rate: 600, Superimposed fraction: 30, Layer thickness: 0.5, Powder size: 20-160 μm (average ~75 μm), Argon gas flow: oxygen concentration below 10 ppm, Sample dimensions: 30 mm × 30 mm × 15 mm",N/A,No partial ordering or intermetallic compounds observed,Mixed Solution
2157,10.1016-j.jmst.2021.09.029.txt,10.1016-j.jmst.2021.09.029.txt,TiZrHfTaNb,3,BCC + FCC + HCP,Experimental,"vacuum arc melting, Purity of elements: > 99.9 wt.%, Number of melts: 6",N/A,None,Mixed Solution
2158,10.1016-j.ijrmhm.2023.106524.txt,10.1016-j.ijrmhm.2023.106524.txt,TiTaNbZr,1,BCC,experimental,"arc melting, Temperature: 1500, Time: 10 minutes",N/A,None,Single Solid Solution
2158,10.1016-j.ijrmhm.2023.106524.txt,10.1016-j.ijrmhm.2023.106524.txt,TiTaNbZrC,1,rock-salt B1,experimental,"spark plasma sintering, Temperature: 1500, Pressure: 50, Time: 10 minutes",N/A,None,Intermetallic
2159,10.1016-j.matdes.2022.111178.txt,10.1016-j.matdes.2022.111178.txt,FeNiCrCoCu,1,FCC,experimental,"vacuum induction arc furnace, Temperature: not explicitly stated, but typically very high, Pressure: under the protection of argon gas, Time: not explicitly stated, but typically relatively quick",N/A,None,Single Solid Solution
2160,10.1016-j.msea.2022.142979.txt,10.1016-j.msea.2022.142979.txt,CoCrFeMnNi,1,FCC,experimental,"arc melting, Temperature: Not specified in the text, Cooling rate: Rapid solidification",N/A,None,Single Solid Solution
2161,10.1016-j.intermet.2023.108076.txt,10.1016-j.intermet.2023.108076.txt,(Co0.33Ni0.33Cr0.23Mo0.1)80-x Nb x (B0.7Si0.3)20,1,amorphous,experimental,"High Velocity Air Fuel Spraying (HVAF), Thickness: 400, Microstructure: dense structure with few flaws and no oxides",N/A,"High entropy effect, increased atomic packing density, reduced initial free volume",Amorphous
2161,10.1016-j.intermet.2023.108076.txt,10.1016-j.intermet.2023.108076.txt,(Co0.33Ni0.33Cr0.23Mo0.1)80(B0.7Si0.3)20,1,amorphous,experimental,"High Velocity Air Fuel Spraying (HVAF), Thickness: 400, Microstructure: dense structure with few flaws and no oxides",N/A,"High entropy effect, increased atomic packing density, reduced initial free volume",Amorphous
2161,10.1016-j.intermet.2023.108076.txt,10.1016-j.intermet.2023.108076.txt,(Co0.33Ni0.33Cr0.23Mo0.1)78Nb2(B0.7Si0.3)20,1,amorphous,experimental,"High Velocity Air Fuel Spraying (HVAF), Thickness: 400, Microstructure: dense structure with few flaws and no oxides",N/A,"High entropy effect, increased atomic packing density, reduced initial free volume",Amorphous
2161,10.1016-j.intermet.2023.108076.txt,10.1016-j.intermet.2023.108076.txt,(Co0.33Ni0.33Cr0.23Mo0.1)76Nb4(B0.7Si0.3)20,1,amorphous,experimental,"High Velocity Air Fuel Spraying (HVAF), Thickness: 400, Microstructure: dense structure with few flaws and no oxides",N/A,"High entropy effect, increased atomic packing density, reduced initial free volume",Amorphous
2163,10.1016-j.scriptamat.2020.06.042.txt,10.1016-j.scriptamat.2020.06.042.txt,CoCrFeNiMn,1,FCC,experimental,"inert gas condensation (IGC), Temperature: laser evaporation, Pressure: low pressure, Gas: inert gas",N/A,Nanocrystalline structure with exceptional thermal stability and ultrahigh hardness after annealing at 600°C and 1100°C,Single Solid Solution
2164,10.1016-j.jmst.2021.09.058.txt,10.1016-j.jmst.2021.09.058.txt,CrCoNi,1,FCC,experimental,"arc melting, cold rolling, annealing, high energy shot peening, Arc melting: {'temperature': 'N/A', 'time': 'N/A', 'atmosphere': 'Ti-gettered high-purity argon', 'remelts': 4}, Cold rolling: {'reduction': 80}, Annealing: {'temperature': 973, 'time': 1, 'cooling': 'water quenching'}, High energy shot peening: {'temperature': 'room temperature', 'pressure': 0.25, 'peening distance': 300, 'working angle': 90, 'mass flow rate': 10, 'duration': 15}",N/A,No partially ordered structure identified,Single Solid Solution
2165,10.1016-j.msea.2022.143890.txt,10.1016-j.msea.2022.143890.txt,CrCoNi,1,FCC,experimental,"homogenization treatment with slow cooling or water quenching, Slow cooling: post-homogenization, Water quenching: comparison method",N/A,Slow cooling promotes short-range orderings (SRO) formation,Single Solid Solution
2166,10.1016-j.vacuum.2021.110412.txt,10.1016-j.vacuum.2021.110412.txt,Al0.25CoCrFeNiMn,2,FCC + Mn and Fe oxides,Experimental,"induction melting, Temperature: approximately 1400-1600°C, Time: 15 minutes, Atmosphere: reducing",N/A,None,Single Solid Solution
2166,10.1016-j.vacuum.2021.110412.txt,10.1016-j.vacuum.2021.110412.txt,Al0.45CoCrFeNiSi0.45,3,BCC + FCC + Secondary FCC phase,Experimental,"induction melting, Temperature: approximately 1400-1600°C, Time: 15 minutes, Atmosphere: reducing",N/A,None,Mixed Solution
2167,10.1016-j.engfracmech.2021.108132.txt,10.1016-j.engfracmech.2021.108132.txt,AlCoCrFeNi2.1,4,BCC + FCC + Al23Co14Cr11Fe13Ni39 + Al15Co18Cr18Fe19Ni30,Experimental,"arc melting and directional solidification vacuum casting, Elements purity: > 99.9% (wt.%), Solidification rate: 6 mm/min, Cast dimensions: Φ50 × 500 mm",N/A,Thermal exposure at 900°C for 1-200 hours,Mixed Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnNiMoCo,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 5.2, Omega: 3.85",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnNiMoAl,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 5.1, Omega: 3.75",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnAlFeCo,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 4.9, Omega: 3.65",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnAlFeCr,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 4.8, Omega: 3.55",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnNiMoFe,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 5.0, Omega: 3.7",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnAlFeMo,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 4.7, Omega: 3.5",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnCrFeMo,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 4.6, Omega: 3.4",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnCoFeMo,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 4.5, Omega: 3.3",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnNiAlFe,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 5.3, Omega: 3.9",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnNiCrFe,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 5.4, Omega: 4.0",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnNiMoCr,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 5.5, Omega: 4.1",N/A,None,Single Solid Solution
2168,10.1016-j.apsusc.2023.157354.txt,10.1016-j.apsusc.2023.157354.txt,CuZnNiAlCr,1,BCC,theoretical,"Density Functional Theory, Atomic size difference: 5.6, Omega: 4.2",N/A,None,Single Solid Solution
2169,10.1016-j.surfcoat.2020.125438.txt,10.1016-j.surfcoat.2020.125438.txt,AlCoCrFeNi,1,BCC,experimental,"gas atomization, Details: Not specified in the paper",N/A,No partial ordering or high entropy intermetallic phase in the initial state before oxidation,Single Solid Solution
2171,10.1016-j.jmrt.2024.01.145.txt,10.1016-j.jmrt.2024.01.145.txt,CoCrFeMnNiTi,4,BCC + FCC + complex intermetallic (Intermetallic) + Not specified,experimental,"arc melting, Temperature: High temperatures for melting, Time: Multiple re-melting cycles",N/A,None,Mixed Solution
2171,10.1016-j.jmrt.2024.01.145.txt,10.1016-j.jmrt.2024.01.145.txt,CoCrFeMnNiTi,4,BCC + FCC + complex intermetallic (Intermetallic) + Not specified,experimental,"arc melting, Temperature: High temperatures for melting, Time: Multiple re-melting cycles",N/A,None,Mixed Solution
2172,10.1016-j.msea.2022.143964.txt,10.1016-j.msea.2022.143964.txt,AlTiVZrNb,1,BCC,experimental,"vacuum floating melting, Temperature: sufficient to melt all elements, Cooling: water-cooled copper crucible",N/A,None,Single Solid Solution
2172,10.1016-j.msea.2022.143964.txt,10.1016-j.msea.2022.143964.txt,Al20Ti55V5Zr5Nb15,3,BCC + D019 structure (Intermetallic) + Ti3Al,experimental,"vacuum floating melting, Temperature: sufficient to melt all elements, Cooling: water-cooled copper crucible",N/A,None,Mixed Solution
2173,10.1016-j.msea.2022.143933.txt,10.1016-j.msea.2022.143933.txt,Al0.7CoCrFeNi,3,BCC + FCC + Al0.7CoCrFeNi,Experimental,"vacuum arc melting, Temperature: Target temperature reached at a rate of 5 °C/s, Soaking time: 2 minutes, Casting: Casted into rods of 10 mm diameter and 100 mm height via copper block chill casting",N/A,"Partially ordered structure in the BCC/B2 phase, classified as a High Entropy Intermetallic.",Mixed Solution
2174,10.1016-j.vacuum.2020.109995.txt,10.1016-j.vacuum.2020.109995.txt,FeCrNiMn,2,FCC + Not specified,experimental,"casting followed by annealing, Casting temperature: Not specified, Annealing temperature: Not specified, Duration: Not specified, Atmosphere: Vacuum",N/A,Annealing process reduces coarse dendrites and introduces ultrafine precipitate networks,Mixed Solution
2175,10.1016-j.jmrt.2023.10.161.txt,10.1016-j.jmrt.2023.10.161.txt,FeCoNiAlTi7,3,FCC + L21 + AlTi2,experimental,"selective laser melting (SLM), Laser power: 260, Scanning speed: 800, Layer thickness: 50, Hatching space: 60, Oxygen concentration: <100 ppm (argon atmosphere)",N/A,No post-processing mentioned,Mixed Solution
2176,10.1016-j.intermet.2021.107421.txt,10.1016-j.intermet.2021.107421.txt,Ti20Zr20Hf20Nb20Ta20,1,BCC,experimental,"arc melting, Temperature: 1473, Time: 24 hours",N/A,None,Single Solid Solution
2176,10.1016-j.intermet.2021.107421.txt,10.1016-j.intermet.2021.107421.txt,Ti25Zr25Hf25Nb12.5Ta12.5,1,BCC,experimental,"arc melting, Temperature: 1473, Time: 24 hours",N/A,None,Single Solid Solution
2176,10.1016-j.intermet.2021.107421.txt,10.1016-j.intermet.2021.107421.txt,Ti27.78Zr27.78Hf27.78Nb8.33Ta8.33,1,BCC,experimental,"arc melting, Temperature: 1473, Time: 24 hours",N/A,None,Single Solid Solution
2177,10.1016-j.mattod.2021.02.022.txt,10.1016-j.mattod.2021.02.022.txt,HfNbTiZr,1,BCC,experimental,"arc melting, Elements: ['Ti', 'Hf', 'Zr', 'Nb'], Purity: >99.99 at.%, Atmosphere: argon, Composition: 24.0Hf-27.2Nb-23.9Ti-24.8Zr (at.%)",N/A,No specific thermo-mechanical post-processing mentioned,Single Solid Solution
2178,10.1016-j.jmrt.2022.07.063.txt,10.1016-j.jmrt.2022.07.063.txt,FeCoCrNiCu,2,BCC + FCC,experimental,"arc melting, Temperature: approximately 1500-2000°C, Time: a few minutes per sample, Pressure: atmospheric pressure",N/A,No partially ordered structure or high entropy intermetallic phase,Mixed Solution
2178,10.1016-j.jmrt.2022.07.063.txt,10.1016-j.jmrt.2022.07.063.txt,CoCrFeNiCu,2,BCC + FCC,experimental,"arc melting, Temperature: approximately 1500-2000°C, Time: a few minutes per sample, Pressure: atmospheric pressure",N/A,No partially ordered structure or high entropy intermetallic phase,Mixed Solution
2178,10.1016-j.jmrt.2022.07.063.txt,10.1016-j.jmrt.2022.07.063.txt,CoZnCuMnSi,2,FCC + Varies,experimental,"arc melting, Temperature: approximately 1500-2000°C, Time: a few minutes per sample, Pressure: atmospheric pressure",N/A,No partially ordered structure or high entropy intermetallic phase,Mixed Solution
2179,10.1016-j.addma.2023.103716.txt,10.1016-j.addma.2023.103716.txt,CrMnFeCoNi,2,FCC + Not explicitly mentioned,experimental,"laser-beam powder bed fusion (PBF-LB), Laser power: 220, Particle size range: 15-53 μm, Scanning speed: 900, Scanning distance: 100, Layer thickness: 30, Bottom base plate preheating temperature: 150",N/A,Not explicitly mentioned,Single Solid Solution
2180,10.1016-j.corsci.2020.108691.txt,10.1016-j.corsci.2020.108691.txt,AlCoCrFeNi,3,BCC A2 + CsCl structure B2 (Intermetallic) + FCC,experimental,"arc melting, Temperature: 1100, Time: 5 minutes",N/A,Partially ordered structure (High Entropy Intermetallic) in the form of the B2 phase,Mixed Solution
2180,10.1016-j.corsci.2020.108691.txt,10.1016-j.corsci.2020.108691.txt,AlCoCrFeNi,2,BCC A2 + CsCl structure B2 (Intermetallic),experimental,"arc melting, Temperature: 1100, Time: 5 minutes",N/A,Partially ordered structure (High Entropy Intermetallic) in the form of the B2 phase,Mixed Solution
2180,10.1016-j.corsci.2020.108691.txt,10.1016-j.corsci.2020.108691.txt,AlCoCrFeNi,2,BCC A2 + CsCl structure B2 (Intermetallic),experimental,"arc melting, Temperature: 1100, Time: 5 minutes",N/A,Partially ordered structure (High Entropy Intermetallic) in the form of the B2 phase,Mixed Solution
2181,10.1016-j.msea.2020.140275.txt,10.1016-j.msea.2020.140275.txt,(CuFe)100-xMnx,3,BCC + FCC + HCP,experimental,"vacuum induction melting, Temperature: 800, Time: 6 hours, Cooling rate: water quenching",N/A,None,Mixed Solution
2182,10.1016-j.ijleo.2023.170987.txt,10.1016-j.ijleo.2023.170987.txt,CoCrMoNbTi,1,BCC,experimental,"laser cladding, Laser power: 1500, Laser spot diameter: 3, Scanning speed: 5, Argon gas flow rate: 20, Lap rate: 35",N/A,None,Mixed Solution
2182,10.1016-j.ijleo.2023.170987.txt,10.1016-j.ijleo.2023.170987.txt,CoCrMoNbTiB4C0.2,3,BCC + FCC + TiC,experimental,"laser cladding, Laser power: 1500, Laser spot diameter: 3, Scanning speed: 5, Argon gas flow rate: 20, Lap rate: 35",N/A,Microstructure transformed from dendritic crystals to uniform fine equiaxed crystals,Mixed Solution
2182,10.1016-j.ijleo.2023.170987.txt,10.1016-j.ijleo.2023.170987.txt,CoCrMoNbTiSiC0.2,3,BCC + FCC + TiC,experimental,"laser cladding, Laser power: 1500, Laser spot diameter: 3, Scanning speed: 5, Argon gas flow rate: 20, Lap rate: 35",N/A,Microstructure significantly refined dendritic structure,Mixed Solution
2183,10.1016-j.vacuum.2021.110695.txt,10.1016-j.vacuum.2021.110695.txt,AlCuNiTiZr,1,long-range disordered amorphous state,experimental,"DC magnetron sputtering, Sputtering pressure: 0.4, Power: 100",N/A,None,Amorphous
2183,10.1016-j.vacuum.2021.110695.txt,10.1016-j.vacuum.2021.110695.txt,AlCuNiTiZr0.75,1,long-range disordered amorphous state,experimental,"DC magnetron sputtering, Sputtering pressure: 0.4, Power: 100",N/A,None,Amorphous
2183,10.1016-j.vacuum.2021.110695.txt,10.1016-j.vacuum.2021.110695.txt,AlCuxNiTiZr0.75,1,long-range disordered amorphous state,experimental,"DC magnetron sputtering, Sputtering pressure: 0.4, Power: 100",N/A,None,Amorphous
2183,10.1016-j.vacuum.2021.110695.txt,10.1016-j.vacuum.2021.110695.txt,AlCu1.4NiTiZr0.75,1,long-range disordered amorphous state,experimental,"DC magnetron sputtering, Sputtering pressure: 0.4, Power: 100",N/A,None,Amorphous
2183,10.1016-j.vacuum.2021.110695.txt,10.1016-j.vacuum.2021.110695.txt,AlCu1NiTiZr0.75,1,long-range disordered amorphous state,experimental,"DC magnetron sputtering, Sputtering pressure: 0.4, Power: 100",N/A,None,Amorphous
2183,10.1016-j.vacuum.2021.110695.txt,10.1016-j.vacuum.2021.110695.txt,AlCu2NiTiZr0.75,1,long-range disordered amorphous state,experimental,"DC magnetron sputtering, Sputtering pressure: 0.4, Power: 100",N/A,None,Amorphous
2183,10.1016-j.vacuum.2021.110695.txt,10.1016-j.vacuum.2021.110695.txt,AlCu2.4NiTiZr0.75,1,long-range disordered amorphous state,experimental,"DC magnetron sputtering, Sputtering pressure: 0.4, Power: 100",N/A,None,Amorphous
2183,10.1016-j.vacuum.2021.110695.txt,10.1016-j.vacuum.2021.110695.txt,AlCu2.8NiTiZr0.75,1,long-range disordered amorphous state,experimental,"DC magnetron sputtering, Sputtering pressure: 0.4, Power: 100",N/A,None,Amorphous
2184,10.1016-j.scriptamat.2020.113654.txt,10.1016-j.scriptamat.2020.113654.txt,CoCrFeMnNi,1,FCC,experimental,"Not explicitly stated, Temperature: Not provided, Time: Not provided",N/A,None,Single Solid Solution
2184,10.1016-j.scriptamat.2020.113654.txt,10.1016-j.scriptamat.2020.113654.txt,CoCrFeMnNi,1,FCC,experimental,"Not explicitly stated, Temperature: Not provided, Time: Not provided",N/A,None,Single Solid Solution
2184,10.1016-j.scriptamat.2020.113654.txt,10.1016-j.scriptamat.2020.113654.txt,CoCrFeMnNi,1,FCC,experimental,"Not explicitly stated, Temperature: Not provided, Time: Not provided",N/A,None,Single Solid Solution
